EIXO,SUBEIXO,UF,MUNICÍPIO,NOME,MODALIDADE,"OBRA, PROJETO, ESTUDO, EQUIPAMENTO"
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,AC,Rio Branco,Saneamento Integrado nos bairros Placas e Ouricuri ,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,AC,Rio Branco,Saneamento integrado: urbanização e erradicação de palafitas Nova Estação,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,AP,Macapá,Saneamento Integrado e urbanização na Orla do Aturiá,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,BA,Alagoinhas,Ampliação do SES e ETE 1ª etapa,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,BA,Camaçari,Saneamento Integrado na Bacia Rio Camaçari - Etapa 2​​,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,BA,Camaçari,Saneamento Integrado na Bacia do Rio Camaçari,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,BA,Dias D'Ávila,Saneamento Integrado na bacia dos Rios Imbassaí e Jacumirim ,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,BA,Eunápolis,Implantação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,BA,Irecê,Implantação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,BA,Lauro de Freitas,Saneamento Integrado no Bairro Quintas do Picuaia,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,BA,"Lauro de Freitas, Salvador",Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,BA,Salvador,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,BA,Salvador,"Ampliação do SES nas Bacias Trobogy, Cambunas e Águas Claras - despoluição da Baía de Todos os Santos","Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,BA,Salvador,Saneamento Integrado e urbanização Jardim das Mangabeiras 1ª e 2ª etapas ,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,BA,Santo Amaro,Ampliação do SES - despoluição da Baía de Todos os Santos​​,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,BA,Senhor do Bonfim,Implantação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,BA,Simões Filho,Ampliação do SES - despoluição da Baía de Todos os Santos​​,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,BA,Teixeira de Freitas,Saneamento Integrado na bacia do Rio Itanhém ,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,BA,Vitória da Conquista,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,CE,Camocim,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,CE,Caucaia,Implantação do SES Vilas e Praias do Cumbuco,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,CE,"Caucaia, Maracanaú, Fortaleza",Saneamento Integrado e urbanização Bacia do Maranguapinho ,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,CE,Fortaleza,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,CE,Fortaleza,Ampliação do SES Bacias do Cocó,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,CE,Fortaleza,Saneamento Integrado Margens do Rio Cocó ,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,CE,Jijoca de Jericoacoara,Ampliação e melhorias do SES Vila de Jericoacoara ,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,CE,Sobral,Ampliação do SES Taperuaba ,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,CE,Tauá,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,DF,Brasília,"Implantação do SES Colônias Agrícolas Águas Claras, Bernardo Sayão, IAPI e SMPW ","Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,ES,Colatina,Implantação do SES e Interceptor no Rio Doce,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,ES,Colatina,Implantação ETE,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,ES,Viana,Saneamento Integrado e Urbanização  nos bairros Universal e Canaã,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,ES,Vitória,"Saneamento Integrado e urbanização nos bairros São Benedito, Consolação, Bonfim, Penha, Itararé e Gurigica","Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,GO,Águas Lindas de Goiás,Saneamento Integrado Jardim América e Parque das Águas Bonitas ,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,GO,Anápolis,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,GO,Cidade Ocidental,Saneamento Integrado Araguari ,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,GO,Cristalina,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,GO,Goiânia,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,GO,Goiânia,Ampliação do SES e Tratamento,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,GO,Luziânia,"Saneamento Integrado e Urbanização dos Parques Alvorada I,II e III e Parque JK","Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,GO,Novo Gama,Saneamento integrado Lunabel ,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,GO,Rio Verde,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,GO,Santo Antônio do Descoberto,Saneamento integrado no Parque Santo Antônio,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,GO,Senador Canedo,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,GO,Valparaíso de Goiás,Saneamento integrado Anhanguera,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MA,São Luís,"Ampliação do SES Anil, São Francisco, Vinhais e Bacanga ","Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MA,São Luís,"Anil, Vinhais e São Francisco","Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MG,Abaeté,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MG,Além Paraíba,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MG,Barbacena,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MG,Belo Horizonte,Saneamento integrado na Bacia do Córrego do Nado - Sub-bacias Lareira e Maribondo ,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MG,"Belo Horizonte, Contagem",Implantação de bacias de detenção no córrego Ferrugem ,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MG,Betim,Saneamento integrado e urbanização no Bairro Alto da Boa Vista,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MG,Caldas,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MG,Carmo da Cachoeira,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MG,Conceição do Pará,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MG,"Contagem, Belo Horizonte",Requalificação urbana do Ribeirão Arrudas  2ª etapa ,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MG,Cruzília,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MG,Divino,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MG,Estrela do Sul,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MG,Formiga,Implantação  do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MG,Ipuiúna,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MG,Itabira,Ampliação da ETE Laboreaux e Implantação da ETE Pedreira,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MG,Itamarandiba,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MG,Itaúna,Ampliação da ETE,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MG,João Monlevade,Ampliação do SES Carneirinhos ,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MG,Leopoldina,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MG,Leopoldina,Implantação do SES 2a etapa,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MG,Mateus Leme,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MG,Muriaé,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MG,Patos de Minas,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MG,Ribeirão das Neves,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MG,Sarzedo,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MG,Sete Lagoas,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MG,Viçosa,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MS,Amambai,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MS,Anastácio,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MS,Aquidauana,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MS,Aral Moreira,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MS,Brasilândia,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MS,Caarapó,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MS,Camapuã,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MS,Caracol,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MS,Chapadão do Sul,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MS,Corumbá,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MS,Costa Rica,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MS,Dourados,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MS,Guia Lopes da Laguna,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MS,Itaporã,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MS,Ivinhema,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MS,Jardim,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MS,Ladário,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MS,Laguna Carapã,Implantação  do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MS,Maracaju,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MS,Miranda,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MS,Mundo Novo,Implantação  do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MS,Naviraí,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MS,Nioaque,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MS,Nova Andradina,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MS,Paranaíba,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MS,Pedro Gomes,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MS,Rio Brilhante,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MS,Rio Negro,Implantação  do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MS,Selvíria,Implantação  do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MS,Sidrolândia,Ampliação do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MS,Três Lagoas,Ampliação do SES - ETE Paraná ,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,MT,Confresa,Implantação  do SES,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,Nacional,_,Seleção - Esgotamento Sanitário,Seleção - Esgotamento Sanitário,Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,PA,Ananindeua,Saneamento integrado e urbanização Jardim Jader Barbalho,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,PA,Belém,Ampliação do SES e implantação da ETE Una ,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,PA,Belém,Projeto de Desenvolvimento de Saneamento do Estado do Pará,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,PA,Marabá,Ampliação do SES do Núcleo Cidade Nova,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,PA,Marabá,"Implantação do SES dos bairros São Felix, Morada Nova e Grota do Aeroporto","Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,PA,Santarém,Implantação do SES de Alter do Chão,"Retomada, conclusão e novas obras",Obra
