EIXO,SUBEIXO,UF,MUNICÍPIO,NOME,MODALIDADE,"OBRA, PROJETO, ESTUDO, EQUIPAMENTO"
Água para Todos,Abastecimento de água,AC,Rio Branco,Implantação do SAA Cidade do Povo​​​ ,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,BA,Amélia Rodrigues,Ampliação do SAA-ETA ​,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,BA,"Belo Campo, Vitória da Conquista, Tremedal",Ampliação do SAA ​,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,BA,Camaçari,Ampliação do SAA​,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,BA,Luís Eduardo Magalhães,Ampliação do SAA  - 1ª Etapa​,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,BA,"Paulo Afonso, Santa Brígida",Ampliação do SAA ​,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,BA,Salvador,Ampliação da ETA ​,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,BA,Simões Filho,Ampliação do SAA​,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,BA,"Tremedal, Belo Campo, Vitória da Conquista",Ampliação do SAA e Barragem no Rio Catolé​,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,CE,Camocim,Ampliação do SAA​​​,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,CE,Caucaia,Ampliação do SAA,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,CE,Caucaia,Implantação do SAA da Vila e Praias do Cumbuco,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,CE,Jijoca de Jericoacoara,Ampliação do SAA da Vila de Jericoacoara,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,CE,"São Benedito, Ubajara, Graça, Carnaubal, Pacujá, Guaraciaba do Norte, Ibiapina, Mucambo",Ampliação do SAA Ibiapaba,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,CE,Sobral,Ampliação da ETA Sumaré ​​​V,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,GO,Aparecida de Goiânia,Ampliação do SAA ,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,GO,"Goiânia, Aparecida de Goiânia, Trindade, Goianira",Ampliação do SAA ,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,MA,Barreirinhas,Universalização dos serviços de abastecimento de água,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,MA,Chapadinha,Ampliação do SAA ,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,MA,Imperatriz,Universalização dos serviços de abastecimento de água,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,MA,São Luís,Ampliação do SAA - Bacia do Rio Bacanga,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,MA,São Luís,Universalização dos serviços de abastecimento de água,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,MG,Arcos,Ampliação do SAA ,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,MG,Ibirité,Ampliação do SAA ,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,MG,Ituiutaba,Ampliação do SAA ,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,MG,Juiz de Fora,Ampliação do SAA de Juiz de Fora e implantação de SAAs em diversos distritos,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,MG,Montes Claros,Ampliação do SAA ,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,MG,Nova Resende,Ampliação do SAA ,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,MG,Três Pontas,Ampliação do SAA ,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,MG,Ubá,Ampliação do SAA ,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,MG,Uberaba,Ampliação do SAA 1,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,MG,Uberaba,Ampliação do SAA 2,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,MG,Uberaba,Ampliação e melhorias do SAA,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,MG,Uberlândia,Ampliação do SAA ,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,MS,Dourados,Ampliação do SAA ,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,MS,Ponta Porã,Ampliação do SAA ,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,MS,Três Lagoas,Ampliação do SAA ,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,MT,Rondonópolis,Ampliação do SAA ,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,MT,Várzea Grande,Ampliação do SAA ,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,Nacional,-,Seleção - Abastecimento de água,Seleção - Abastecimento de água,Obra
Água para Todos,Abastecimento de água,PA,Alenquer,Ampliação do SAA Aningal e Seringal,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,PA,Ananindeua,Ampliação do SAA Bairro Águas Lindas,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,PA,Belém,Ampliação do SAA 10º setor na zona central,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,PA,Belém,Ampliação do SAA 3º setor na zona central,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,PA,"Belém, Ananindeua, Marituba",Ampliação do SAA,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,PA,Breves,Ampliação do SAA,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,PA,Castanhal,"Ampliação do SAA nos Bairros Usina, Imperador, COHAB e Milagre","Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,PA,Castanhal,"Implantação de SAA nos Setores Estrela, Jaderlândia, Cristo Redentor e Santa Catarina","Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,PA,Marabá,"Implantação do SAA de Morada Nova, São Félix e Grota do Aeroporto​","Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,PA,Oriximiná,Ampliação do SAA,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,PA,Oriximiná,Ampliação e melhorias do SAA,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,PA,Paragominas,Ampliação do tratamento e distribuição,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,PA,Santarém,"Ampliação do SAA no Setor Nova República, Zonas 1, 2, 3, 4, 5 e Livramento","Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,PA,Santarém,Implantação do SAA de Alter do Chão,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,PA,Xinguara,Ampliação do SAA,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,PB,João Pessoa,2ª Etapa do Sistema Adutor Abiaí-Papocas,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,PB,João Pessoa,"Ampliação da ETA de Gramame e Reservatórios R1, R2, R6 e R11","Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,PB,João Pessoa,Ampliação do SAA  Abiaí-Papocas,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,PE,Recife,Adequação do SAA e interligação com Sistema Produtor Pirapama,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,PE,Recife,Ampliação do SAA Morros do Ibura,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,PR,Cafelândia,Ampliação do SAA​,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,PR,Campo Mourão,Ampliação do SAA​,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,PR,Colombo,Redução de perdas do SAA,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,PR,Paranavaí,Ampliação do SAA​,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,PR,Pato Branco,Ampliação do SAA​,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,PR,Umuarama,Ampliação do SAA​,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,PR,União da Vitória,Ampliação do SAA​,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,RJ,Resende,Ampliação do SAA​ Sistema de distribuição e UTRs,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,RN,Ceará-Mirim,Ampliação do SAA​,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,RN,Mossoró,Adutora Santa Cruz,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,RN,"Mossoró, Apodi, Açu",Ampliação do SAA,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,RN,Parnamirim,"Ampliação do SAA Bairros Bela Vista, Centro/Cohabinal e Setor Jardim Aeroporto","Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,RO,Cacoal,Ampliação do SAA,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,RO,Jaru,Ampliação do SAA,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,RO,Ji-Paraná,Ampliação do SAA,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,RO,Porto Velho,Ampliação do SAA,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,RO,Porto Velho,"Ampliação do SAA, Captação e ETA​","Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,RO,Porto Velho,Implantação do SAA no Distrito de União Bandeirantes,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,RS,Novo Hamburgo,Ampliação do SAA,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,RS,Panambi,Ampliação do SAA,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,RS,Pelotas,Ampliação do SAA,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,RS,Porto Alegre,Ampliação do SAA São João,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,RS,Porto Alegre,Ampliação do SAA Ponta do Arado,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,SC,Joinville,Renovação e Adequação das redes dos Bairros  Sofia e Bucarein,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,SE,Aracaju,"Ampliação do SAA , construção da Adutora e ETA da barragem do Rio Poxim","Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,SE,Itabaiana,Ampliação do Sistema Integrado da Adutora do Agreste,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,SP,Atibaia,"Ampliação do SAA, da ETA 01 e implantação da adutora de água bruta","Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,SP,Barretos,Ampliação do SAA,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,SP,"Caieiras, Cajamar, Itapevi, Embu das Artes, Mogi das Cruzes, Embu-Guaçu, Jandira, Santana de Parnaíba, Ferraz de Vasconcelos, Diadema, Mauá, Pirapora do Bom Jesus, Santa Isabel, Francisco Morato, Poá, São Bernardo do Campo, Arujá, Franco da Rocha, Santo André, Guararema, Osasco, Biritiba-Mirim, Cotia, São Lourenço da Serra, Vargem Grande Paulista, Guarulhos, Taboão da Serra, São Caetano do Sul, Salesópolis, Rio Grande da Serra, Mairiporã, Suzano, Carapicuíba, Ribeirão Pires, Itaquaquecetuba, Itapecerica da Serra, São Paulo, Barueri, Juquitiba",Aproveitamento das Águas do Rio Itapanhaú,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,SP,Campinas,Substituição de redes de cimento amianto,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,SP,Cotia,Melhorias no Sistema Produtor Alto Cotia,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,SP,Jundiaí,Ampliação do SAA,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,SP,Jundiaí,Ampliação e melhorias do SAA,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,SP,Jundiaí,Redução e controle de perdas no SAA,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,SP,Jundiaí,Reforço de adutora para atendimento do Vetor Oeste,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,SP,Limeira,Ampliação do SAA,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,SP,Mogi das Cruzes,"Ampliação do SAA nos bairros Cesar de Souza, Vila Oroxó e Jundiapeba","Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,SP,Mogi das Cruzes,Melhoria e ampliação da ETA Centro,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,SP,Mogi Guaçu,Ampliação do SAA,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,SP,Mogi Mirim,Ampliação do SAA,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,SP,Pedreira,Execução de módulo na  ETA e melhorias no SAA,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,SP,Ribeirão Preto,Redução e Controle de Perdas,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,SP,Salto,"Sistema de captação, tratamento e distribuição de água da ETA Rio Jundiaí","Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,SP,"Salto, Indaiatuba",Ampliação do SAA,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,SP,Santa Bárbara D'Oeste,Ampliação do SAA,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,SP,Santa Gertrudes,Ampliação do SAA,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,SP,São Caetano do Sul,Redução e Controle de Perdas do SAA,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,SP,São José dos Campos,Ampliação do SAA nas Zonas Norte e Leste,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,SP,São Paulo,Ampliação do SAA e implantação de rede no setor Morumbi e lododuto da ETA Guaraú,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,SP,São Paulo,"Ampliação do SAA nos setores do Brooklin, Consolação, Mooca,  Penha e Artur Alvim","Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,SP,Sorocaba,Ações para Redução e Controle de Perdas,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,SP,Sumaré,Ampliação do SAA,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,TO,Araguaína,Ampliação do SAA,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,TO,Colinas do Tocantins,Ampliação do SAA,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,TO,Porto Nacional,Ampliação do SAA,"Retomada, conclusão e novas obras",Obra
Água para Todos,Abastecimento de água,TO,São Miguel do Tocantins,Ampliação do SAA,"Retomada, conclusão e novas obras",Obra
Água para Todos,Água para Quem Mais Precisa,AC,-,Sistemas simplificados em 2 aldeias,Sistemas simplificados – Aldeias Indígenas,Obra
Água para Todos,Água para Quem Mais Precisa,AM,-,Sistemas simplificados em 67 aldeias,Sistemas simplificados – Aldeias Indígenas,Obra
Água para Todos,Água para Quem Mais Precisa,AP,-,Sistemas simplificados em 9 aldeias,Sistemas simplificados – Aldeias Indígenas,Obra
Água para Todos,Água para Quem Mais Precisa,BA,-,Sistemas simplificados em 22 aldeias,Sistemas simplificados – Aldeias Indígenas,Obra
Água para Todos,Água para Quem Mais Precisa,CE,-,Sistemas simplificados em 36 aldeias,Sistemas simplificados – Aldeias Indígenas,Obra
Água para Todos,Água para Quem Mais Precisa,MA,-,Sistemas simplificados em 4 aldeias,Sistemas simplificados – Aldeias Indígenas,Obra
Água para Todos,Água para Quem Mais Precisa,MG,-,Sistemas simplificados em 7 aldeias,Sistemas simplificados – Aldeias Indígenas,Obra
Água para Todos,Água para Quem Mais Precisa,MS,-,Sistemas simplificados em 8 aldeias,Sistemas simplificados – Aldeias Indígenas,Obra
Água para Todos,Água para Quem Mais Precisa,MT,-,Sistemas simplificados em 33 aldeias,Sistemas simplificados – Aldeias Indígenas,Obra
Água para Todos,Água para Quem Mais Precisa,Nacional,-,Seleção - Cisternas ,Seleção – Cisternas,Obra
Água para Todos,Água para Quem Mais Precisa,Nacional,-,Seleção - Sistemas de dessalinização,Seleção - Sistemas de dessalinização,Obra
Água para Todos,Água para Quem Mais Precisa,Nacional,-,Seleção - Sistemas simplificados,Seleção - Sistemas simplificados,Obra
Água para Todos,Água para Quem Mais Precisa,PA,-,Sistemas simplificados em 63 aldeias,Sistemas simplificados – Aldeias Indígenas,Obra
Água para Todos,Água para Quem Mais Precisa,PB,-,Sistemas simplificados em 8 aldeias,Sistemas simplificados – Aldeias Indígenas,Obra
Água para Todos,Água para Quem Mais Precisa,PE,-,Sistemas simplificados em 16 aldeias,Sistemas simplificados – Aldeias Indígenas,Obra
Água para Todos,Água para Quem Mais Precisa,RO,-,Sistemas simplificados em 11 aldeias,Sistemas simplificados – Aldeias Indígenas,Obra
Água para Todos,Água para Quem Mais Precisa,RS,Planalto,Sistemas simplificados em 1 aldeia,Sistemas simplificados – Aldeias Indígenas,Obra
Água para Todos,Água para Quem Mais Precisa,SC,-,Sistemas simplificados em 20 aldeias,Sistemas simplificados – Aldeias Indígenas,Obra
Água para Todos,Água para Quem Mais Precisa,SP,Peruíbe,Sistemas simplificados em 1 aldeia,Sistemas simplificados – Aldeias Indígenas,Obra
Água para Todos,Água para Quem Mais Precisa,TO,-,Sistemas simplificados em 13 aldeias,Sistemas simplificados – Aldeias Indígenas,Obra
Água para Todos,Infraestrutura Hídrica,AL,-,Adutora Bacia Leiteira  - 90 km,Adutoras e canais,Obra
Água para Todos,Infraestrutura Hídrica,AL,-,Barragem Rio Canhoto - 73 milhões de m³,Barragens,Projeto
Água para Todos,Infraestrutura Hídrica,AL,-,Canal do Sertão Alagoano - Trecho 5 - 37 km,Adutoras e canais,Projeto
Água para Todos,Infraestrutura Hídrica,BA,-,Adutora da Fé - 1ª Etapa - 6 km,Adutoras e canais,Obra
Água para Todos,Infraestrutura Hídrica,BA,-,Adutora da Fé - 2ª Etapa - 95 km,Adutoras e canais,Obra
Água para Todos,Infraestrutura Hídrica,BA,-,Barragem Baraúnas - 24 milhões de m³,Barragens,Obra
Água para Todos,Infraestrutura Hídrica,BA,-,Barragem Morrinhos - 35 milhões de m³,Barragens,Obra
Água para Todos,Infraestrutura Hídrica,BA,-,Barragem Rio da Caixa - 27 milhões de m³,Barragens,Obra
Água para Todos,Infraestrutura Hídrica,BA,-,Canal do Sertão Baiano - 297 km,Adutoras e canais,Projeto
Água para Todos,Infraestrutura Hídrica,CE,-,Adutora Baixo Jaguaribe - Litoral Leste - 325 km,Adutoras e canais,Projeto
Água para Todos,Infraestrutura Hídrica,CE,-,Adutora Sertões de Quixadá - Quixeramobim - 636 km,Adutoras e canais,Obra
Água para Todos,Infraestrutura Hídrica,CE,-,Ampliação da Capacidade do Eixão das Águas do Ceará - 11 m³/s,Ampliação de capacidade em canais,Obra
Água para Todos,Infraestrutura Hídrica,CE,-,Cinturão das Águas do Ceará - Trecho I - 145 km,Adutoras e canais,Obra
Água para Todos,Infraestrutura Hídrica,CE,-,Ramal do Salgado – 36 km,Adutoras e canais,Obra
Água para Todos,Infraestrutura Hídrica,CE,-,Recuperação do Reservatório Banabuiú – 1.601 milhões de m³,Barragens,Obra
Água para Todos,Infraestrutura Hídrica,CE,-,Recuperação do Reservatório Orós – 1.940 milhões de m³,Barragens,Obra
Água para Todos,Infraestrutura Hídrica,CE,Barro,Recuperação do Reservatório Prazeres - 33 milhões de m³,Barragens,Obra
Água para Todos,Infraestrutura Hídrica,CE,Crateús,Barragem Fronteiras - 488 milhões de m³,Barragens,Obra
Água para Todos,Infraestrutura Hídrica,CE,Mauriti,Recuperação do Reservatório Quixabinha - 32 milhões de m³,Barragens,Obra
Água para Todos,Infraestrutura Hídrica,CE/PB/PE/RN,-,Ampliação da Capacidade de Bombeamento do Eixo Norte - 25 m³/s,Ampliação de capacidade em canais,Obra
Água para Todos,Infraestrutura Hídrica,CE/PB/PE/RN,-,PISF - Operação e Manutenção - 477 km,"PISF - recuperação, operação e manutenção",Obra
Água para Todos,Infraestrutura Hídrica,CE/PB/PE/RN,-,PISF - Recuperação da Barragem de Jati - 28 milhões de m³,"PISF - recuperação, operação e manutenção",Obra
Água para Todos,Infraestrutura Hídrica,CE/PB/PE/RN,-,PISF - Recuperação das Estações de Bombeamento 2 e 3 - Eixo Norte - 25 m³/s,"PISF - recuperação, operação e manutenção",Obra
Água para Todos,Infraestrutura Hídrica,CE/PB/PE/RN,-,PISF - Recuperação do Dique Negreiros - 24 milhões de m³,"PISF - recuperação, operação e manutenção",Obra
Água para Todos,Infraestrutura Hídrica,ES,-,Barragem Rio Jucu - 23 milhões de m³,Barragens,Obra
Água para Todos,Infraestrutura Hídrica,MA,Barra do Corda,Barragem Barra do Corda - 180 milhões de m³,Barragens,Projeto
Água para Todos,Infraestrutura Hídrica,MA,Pedreiras,Barragem Pedreiras - 92 milhões de m³,Barragens,Projeto
Água para Todos,Infraestrutura Hídrica,MG,-,Barragem Gravatá - 80 milhões de m³,Barragens,Projeto
Água para Todos,Infraestrutura Hídrica,MG,-,Barragem Jequitaí - 254 milhões de m³,Barragens,Obra
Água para Todos,Infraestrutura Hídrica,Nacional,-,Seleção - Segurança de Barragens,Seleção - Segurança de Barragens,Obra
Água para Todos,Infraestrutura Hídrica,PB,-,3ª Adutora do Sistema Integrado de Campina Grande - 23 km,Adutoras e canais,Obra
Água para Todos,Infraestrutura Hídrica,PB,-,Adutora do Brejo - 40 km,Adutoras e canais,Obra
Água para Todos,Infraestrutura Hídrica,PB,-,Adutora Transparaíba - Ramal Curimataú / 2ª Etapa - 182 km,Adutoras e canais,Obra
Água para Todos,Infraestrutura Hídrica,PB,-,Ramal do Piancó - 19 km,Adutoras e canais,Projeto
Água para Todos,Infraestrutura Hídrica,PB,-,Recuperação do Reservatório Acauã - 253 milhões de m³,Barragens,Obra
Água para Todos,Infraestrutura Hídrica,PB,-,Recuperação do Reservatório Eng. Avidos - 294 milhões de m³,Barragens,Obra
Água para Todos,Infraestrutura Hídrica,PB,-,Recuperação do Reservatório Lagoa do Arroz - 80 milhões de m³,Barragens,Obra
Água para Todos,Infraestrutura Hídrica,PB,-,Vertentes Litorâneas da Paraíba - Trechos I e II - 131 km,Adutoras e canais,Obra
Água para Todos,Infraestrutura Hídrica,PB,Monteiro,Recuperação do Reservatório São José - 3 milhões de m³,Barragens,Obra
Água para Todos,Infraestrutura Hídrica,PB/PE,-,Adutora do Pajeú - 2ª Fase / 2ª Etapa - 193 km,Adutoras e canais,Obra
Água para Todos,Infraestrutura Hídrica,PB/PE,-,PISF - Recuperação da Barragem Cacimba Nova - 3 milhões de m³,"PISF - recuperação, operação e manutenção",Obra
Água para Todos,Infraestrutura Hídrica,PB/PE,-,PISF - Recuperação da Galeria Monteiro - 4 km,"PISF - recuperação, operação e manutenção",Obra
Água para Todos,Infraestrutura Hídrica,PE,-,Adutora do Agreste Pernambucano - 1ª Etapa - 695 km,Adutoras e canais,Obra
Água para Todos,Infraestrutura Hídrica,PE,-,Adutora do Agreste Pernambucano - 2ª Etapa - 570 km,Adutoras e canais,Projeto
Água para Todos,Infraestrutura Hídrica,PE,-,Barragem de Barra de Guabiraba- 19 milhões de m³,Barragens,Projeto
Água para Todos,Infraestrutura Hídrica,PE,-,Barragem Gatos - 6 milhões de m³,Barragens,Obra
Água para Todos,Infraestrutura Hídrica,PE,-,Barragem Igarapeba - 46 milhões de m³,Barragens,Projeto
Água para Todos,Infraestrutura Hídrica,PE,-,Barragem Panelas II - 18 milhões de m³,Barragens,Obra
Água para Todos,Infraestrutura Hídrica,PE,-,Recuperação do Reservatório Chapéu - 188 milhões de m³,Barragens,Obra
Água para Todos,Infraestrutura Hídrica,PE,-,Recuperação do Reservatório Entremontes - 259 milhões de m³,Barragens,Obra
Água para Todos,Infraestrutura Hídrica,PI,-,Adutora de Fartura - 76 km,Adutoras e canais,Projeto
Água para Todos,Infraestrutura Hídrica,PI,-,Adutora de Jaicós - 54 km,Adutoras e canais,Obra
Água para Todos,Infraestrutura Hídrica,PI,-,Adutora do Sudeste Piauiense - 2ª Etapa - 28 km,Adutoras e canais,Projeto
Água para Todos,Infraestrutura Hídrica,PI,-,Barragem Atalaia - 211 milhões de m³,Barragens,Obra
Água para Todos,Infraestrutura Hídrica,PI,-,Barragem de Castelo – 2.637 milhões de m³,Barragens,Projeto
Água para Todos,Infraestrutura Hídrica,PI,-,Barragem Tinguis - 295 milhões de m³,Barragens,Obra
Água para Todos,Infraestrutura Hídrica,PI,Cocal,Barragem Nova Algodões - 50 milhões de m³,Barragens,Obra
Água para Todos,Infraestrutura Hídrica,RN,-,Adutora do Agreste Potiguar - 177 km,Adutoras e canais,Projeto
Água para Todos,Infraestrutura Hídrica,RN,-,Adutora do Seridó Norte - 113 km,Adutoras e canais,Obra
Água para Todos,Infraestrutura Hídrica,RN,-,Barragem Oiticica - 556 milhões de m³,Barragens,Obra
Água para Todos,Infraestrutura Hídrica,RN,-,Barragem Poço de Varas - 26 milhões de m³,Barragens,Obra
Água para Todos,Infraestrutura Hídrica,RN,-,Ramal do Apodi - 115 km,Adutoras e canais,Obra
Água para Todos,Infraestrutura Hídrica,RN,-,Recuperação do Reservatório Angicos - 16 milhões de m³,Barragens,Obra
Água para Todos,Infraestrutura Hídrica,RN,-,Recuperação do Reservatório Pau dos Ferros - 55 milhões de m³,Barragens,Obra
Água para Todos,Infraestrutura Hídrica,RN,-,Recuperação do Reservatório Santa Cruz do Apodi - 600 milhões de m³,Barragens,Obra
Água para Todos,Infraestrutura Hídrica,RS,-,Barragem Arroio Jaguari - 152 milhões de m³,Barragens,Obra
Água para Todos,Infraestrutura Hídrica,RS,-,Barragem Arroio Taquarembó - 155 milhões de m³,Barragens,Obra
Água para Todos,Infraestrutura Hídrica,RS,Bagé,Barragem Arvorezinha - 18 milhões de m³,Barragens,Obra
Água para Todos,Infraestrutura Hídrica,SE,-,3º Ramal da Adutora São Francisco - 94 km,Adutoras e canais,Projeto
Água para Todos,Infraestrutura Hídrica,SE,-,Canal do Xingó - 300 km,Adutoras e canais,Projeto
Água para Todos,Revitalização de Bacias Hidrográficas,Nacional,-,Seleção - Revitalização de bacias hidrográficas,Seleção - Revitalização de bacias hidrográficas,Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,AC,Cruzeiro do Sul,Universalização dos serviços de saneamento,"Retomada, conclusão e novas obras",Projeto
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,AC,Rio Branco,Ampliação do SES e ETEs São Francisco e Conquista,"Retomada, conclusão e novas obras",Obra
Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,AC,Rio Branco,Implantação do SES Cidade do Povo​​,"Retomada, conclusão e novas obras",Obra
